TIME_PERIOD,REF_AREA,OBS_VALUE
2006,LT,0.1913
2007,LT,0.1827
2008,LT,0.1714
2009,LT,0.1693
2010,LT,0.1545
2011,LT,0.1871
2012,LT,0.1749
2013,LT,0.1892
2014,LT,0.1818
2015,LT,0.1939
2016,LT,0.1938
2017,LT,0.2189
2018,LT,0.2278
2019,LT,0.2289
2000,LU,0.0242
2001,LU,0.0275
2002,LU,0.0296
2003,LU,0.038
2004,LU,0.0369
2005,LU,0.0373
2006,LU,0.0333
2007,LU,0.0316
2008,LU,0.0309
2009,LU,0.031
2010,LU,0.0343
2011,LU,0.0346
2012,LU,0.0345
2013,LU,0.0357
2014,LU,0.033
2015,LU,0.0321
2016,LU,0.026
2017,LU,0.025552815
2018,LU,0.026061984
2019,LU,0.027710337
2000,LV,0.10065
2001,LV,0.105284
2002,LV,0.1144018
2003,LV,0.105449
2004,LV,0.102123
2005,LV,0.1176
2006,LV,0.12705
2007,LV,0.115839
2008,LV,0.12049
2009,LV,0.118069
2010,LV,0.100466
2011,LV,0.092912
2012,LV,0.102716
2013,LV,0.103714
2014,LV,0.1001
2015,LV,0.1035
2016,LV,0.1082
2017,LV,0.1237
2018,LV,0.1583
2019,LV,0.1596
2000,MT,0.1787
2001,MT,0.203
2002,MT,0.1806
2003,MT,0.158
2004,MT,0.1452
2005,MT,0.133
2006,MT,0.1171
2007,MT,0.1177
2008,MT,0.1236
2009,MT,0.125
2010,MT,0.1181
2011,MT,0.1203
2012,MT,0.1313
2013,MT,0.1458
2014,MT,0.1648
2015,MT,0.162
2016,MT,0.1602
2017,MT,0.1599
2018,MT,0.1518
2019,MT,0.1548
2000,NL,0.1694
2001,NL,0.1762
2002,NL,0.1788
2003,NL,0.1744
2004,NL,0.1726
2005,NL,0.1796
2006,NL,0.1822
2007,NL,0.1928
2008,NL,0.2167
2009,NL,0.2034
2010,NL,0.2049
2011,NL,0.2067
2012,NL,0.2026
2013,NL,0.2105
2014,NL,0.2131
2015,NL,0.2104
2016,NL,0.2097
2017,NL,0.2087
2018,NL,0.2178
2019,NL,0.2039
2000,PL,0.0705
2001,PL,0.0821
2002,PL,0.0792
2003,PL,0.0754
2004,PL,0.0692
2005,PL,0.065
2006,PL,0.0599
2007,PL,0.064
2008,PL,0.0562
2009,PL,0.0574
2010,PL,0.0559
2011,PL,0.0563
2012,PL,0.0568
2013,PL,0.0586
2014,PL,0.0656
2015,PL,0.067
2016,PL,0.0659
2017,PL,0.0645
2018,PL,0.0683
2019,PL,0.0688
2000,PT,0.0986
2001,PT,0.0991
2002,PT,0.0963
2003,PT,0.1043
2004,PT,0.1093
2005,PT,0.1154
2006,PT,0.1134
2007,PT,0.1098
2008,PT,0.1114
2009,PT,0.115
2010,PT,0.1207
2011,PT,0.1206
2012,PT,0.1191
2013,PT,0.1197
2014,PT,0.1164
2015,PT,0.1215
2016,PT,0.1181
2017,PT,0.122
2018,PT,0.1203
2019,PT,0.1225
2003,RO,0.1251
2004,RO,0.1111
2005,RO,0.1115
2006,RO,0.1165
2007,RO,0.1041
2008,RO,0.0922
2009,RO,0.0857
2010,RO,0.0871
2011,RO,0.0878
2012,RO,0.0852
2013,RO,0.0821
2014,RO,0.0797
2015,RO,0.086
2016,RO,0.0903
2017,RO,0.0915
2018,RO,0.0962
2019,RO,0.09781
2000,SE,0.08
2001,SE,0.076
2002,SE,0.08
2003,SE,0.076
2004,SE,0.0854
2005,SE,0.0845
2006,SE,0.08563
2007,SE,0.0934
2008,SE,0.0953
2009,SE,0.0899
2010,SE,0.086
2011,SE,0.0863
2012,SE,0.0853
2013,SE,0.0876
2014,SE,0.088
2015,SE,0.0866
2016,SE,0.0845
2017,SE,0.0914
2018,SE,0.0785
2019,SE,0.07867
2000,SI,0.1199
2001,SI,0.1582
2002,SI,0.1602
2003,SI,0.1496
2004,SI,0.1425
2005,SI,0.1369
2006,SI,0.13
2007,SI,0.1282
2008,SI,0.1268
2009,SI,0.1256
2010,SI,0.116
2011,SI,0.1142
2012,SI,0.1115
2013,SI,0.1045
2014,SI,0.1026
2015,SI,0.1077
2016,SI,0.1147
2017,SI,0.1133
2018,SI,0.102
2019,SI,0.1008
2000,SK,0.115494
2001,SK,0.120536
2002,SK,0.125212
2003,SK,0.119111
2004,SK,0.115373
2005,SK,0.107644
2006,SK,0.113107
2007,SK,0.108202
2008,SK,0.119686
2009,SK,0.127324
2010,SK,0.123877
2011,SK,0.126806
2012,SK,0.12213
2013,SK,0.121547
2014,SK,0.122056
2015,SK,0.124968
2016,SK,0.126401
2017,SK,0.133221
2018,SK,0.1383
2019,SK,0.140433
2010,U2,
